packet_id,node_id,timestamp,reading,reading_delta,moving_std,battery,depth,pkt_size,label,priority
1440,4,27.117,27.389113,0.044443,0.067359,0.9996,74.96,50,normal,2
3968,11,27.417,27.915147,-0.047209,0.062635,0.9996,53.01,50,normal,2
6853,19,28.12,13.518351,-0.1183,0.085845,0.9996,5.62,50,normal,2
3609,10,28.308,28.789396,-0.16424,0.116501,0.9996,25.77,50,normal,2
5052,14,28.445,22.850861,-0.155636,0.131158,0.9996,66.74,50,normal,2
6133,17,29.0,16.990201,-0.124083,0.098077,0.9996,60.98,50,normal,2
6494,18,29.524,15.141547,-0.073285,0.071158,0.9996,81.9,50,normal,2
364,1,29.65,22.452059,0.134952,0.124787,0.9996,7.38,50,normal,2
3249,9,29.905,29.58878,-0.085229,0.060361,0.9996,7.83,50,normal,2
2164,6,30.341,29.479035,0.016765,0.023235,0.9996,89.76,50,normal,2
1081,3,30.668,26.136907,0.16412,0.12444,0.9996,26.21,50,normal,2
720,2,30.905,24.44377,0.167656,0.128763,0.9996,31.13,50,normal,2
2,0,30.91,20.527517,0.144549,0.149974,0.9996,65.75,50,normal,2
2888,8,31.458,29.946852,0.011264,0.015849,0.9996,45.08,50,normal,2
1802,5,32.008,28.663718,0.084716,0.084184,0.9996,69.29,50,normal,2
2526,7,32.193,29.920829,0.011889,0.023364,0.9996,13.26,50,normal,2
5775,16,32.929,18.839295,-0.159056,0.132656,0.9996,25.94,50,normal,2
4331,12,33.171,26.399848,-0.07409,0.110639,0.9996,7.52,50,normal,2
7242,4,34.753,28.873464,9.130809,7.076691,0.9256,74.96,80,high,1
5413,15,35.948,20.801738,-0.229013,0.172435,0.9994,56.77,50,normal,2
1441,4,36.511,27.625548,0.210658,0.134889,0.9994,74.96,50,normal,2
4690,13,36.724,24.542209,-0.263603,0.173503,0.9994,23.89,50,normal,2
6854,19,36.943,13.415946,-0.165529,0.12108,0.9994,5.62,50,normal,2
6134,17,38.115,16.768937,-0.25901,0.171978,0.9994,60.98,50,normal,2
3969,11,38.913,27.65272,-0.232228,0.144634,0.9994,53.01,50,normal,2
5053,14,39.008,22.695767,-0.233048,0.176084,0.9994,66.74,50,normal,2
6495,18,39.281,14.941378,-0.205091,0.133485,0.9994,81.9,50,normal,2
3610,10,39.415,28.671687,-0.211462,0.158382,0.9994,25.77,50,normal,2
365,1,39.845,22.613994,0.222665,0.167945,0.9994,7.38,50,normal,2
7270,9,40.843,31.182961,3.278664,3.302882,0.9264,7.83,80,high,1
2527,7,40.976,29.894682,-0.010694,0.021155,0.9994,13.26,50,normal,2
2165,6,41.023,29.498047,0.026833,0.025395,0.9994,89.76,50,normal,2
721,2,41.086,24.479251,0.152353,0.142028,0.9994,31.13,50,normal,2
3250,9,41.132,29.489919,-0.138067,0.095325,0.9994,7.83,50,normal,2
1803,5,41.228,28.835482,0.19236,0.132851,0.9994,69.29,50,normal,2
2889,8,41.487,29.983318,0.035798,0.02481,0.9994,45.08,50,normal,2
1082,3,42.249,26.188364,0.161682,0.142575,0.9994,26.21,50,normal,2
3,0,42.489,20.779273,0.297229,0.215215,0.9994,65.75,50,normal,2
4332,12,42.846,26.227826,-0.184584,0.14331,0.9994,7.52,50,normal,2
7232,3,43.061,27.840948,0.980523,6.403677,0.9254,26.21,80,high,1
1442,4,43.763,27.659293,0.195523,0.155285,0.9992,74.96,50,normal,2
5776,16,44.105,18.707028,-0.218493,0.17062,0.9994,25.94,50,normal,2
5414,15,45.396,20.593456,-0.349836,0.233202,0.9992,56.77,50,normal,2
4691,13,45.465,24.409291,-0.317217,0.221899,0.9992,23.89,50,normal,2
6135,17,46.094,16.684407,-0.274832,0.206263,0.9992,60.98,50,normal,2
6855,19,46.32,13.210085,-0.297112,0.18384,0.9992,5.62,50,normal,2
3970,11,46.94,27.590648,-0.235439,0.174909,0.9992,53.01,50,normal,2
5054,14,48.931,22.599662,-0.263322,0.205278,0.9992,66.74,50,normal,2
3611,10,49.211,28.858356,-0.019835,0.142007,0.9992,25.77,50,normal,2
1804,5,49.879,28.831848,0.15098,0.140777,0.9992,69.29,50,normal,2
366,1,50.254,22.752434,0.288884,0.208394,0.9992,7.38,50,normal,2
2890,8,50.254,29.897509,-0.040009,0.029877,0.9992,45.08,50,normal,2
6496,18,50.581,14.686143,-0.36826,0.219451,0.9992,81.9,50,normal,2
1083,3,51.438,26.300768,0.21927,0.168172,0.9992,26.21,50,normal,2
722,2,51.486,24.672454,0.276445,0.187731,0.9992,31.13,50,normal,2
3251,9,51.571,29.426331,-0.161324,0.11737,0.9992,7.83,50,normal,2
2528,7,51.685,29.968518,0.050514,0.031558,0.9992,13.26,50,normal,2
2166,6,51.777,29.619343,0.118503,0.063456,0.9992,89.76,50,normal,2
4333,12,51.864,26.026068,-0.309074,0.200778,0.9992,7.52,50,normal,2
4,0,52.02,20.933801,0.361406,0.264022,0.9992,65.75,50,normal,2
1443,4,53.237,27.858454,0.272888,0.176778,0.999,74.96,50,normal,2
5777,16,54.535,18.495575,-0.343956,0.229925,0.9992,25.94,50,normal,2
4692,13,54.742,24.33239,-0.267472,0.22985,0.999,23.89,50,normal,2
3971,11,55.497,27.500181,-0.215769,0.172047,0.999,53.01,50,normal,2
6136,17,55.933,16.455029,-0.349215,0.233888,0.999,60.98,50,normal,2
5415,15,56.831,20.438133,-0.342354,0.244613,0.999,56.77,50,normal,2
6856,19,57.12,13.095221,-0.287136,0.207724,0.999,5.62,50,normal,2
5055,14,58.234,22.469794,-0.252809,0.185176,0.999,66.74,50,normal,2
3612,10,59.199,28.559241,-0.221388,0.159032,0.999,25.77,50,normal,2
1805,5,59.913,28.938266,0.162586,0.121206,0.999,69.29,50,normal,2
2891,8,60.712,30.013702,0.062791,0.043093,0.999,45.08,50,normal,2
723,2,60.957,24.879557,0.333784,0.213315,0.999,31.13,50,normal,2
1084,3,61.204,26.517516,0.299657,0.188754,0.999,26.21,50,normal,2
367,1,61.283,23.045238,0.402871,0.244142,0.999,7.38,50,normal,2
2529,7,61.547,29.958729,0.024239,0.026607,0.999,13.26,50,normal,2
5,0,61.557,21.049013,0.30207,0.230851,0.999,65.75,50,normal,2
6497,18,61.818,14.607646,-0.306047,0.23471,0.999,81.9,50,normal,2
4334,12,62.249,25.955171,-0.244938,0.183101,0.999,7.52,50,normal,2
2167,6,62.251,29.626075,0.085903,0.067794,0.999,89.76,50,normal,2
3252,9,62.636,29.419556,-0.107856,0.110699,0.999,7.83,50,normal,2
1444,4,62.852,27.912328,0.22338,0.186242,0.9988,74.96,50,normal,2
4693,13,63.946,24.255906,-0.203594,0.176577,0.9988,23.89,50,normal,2
5778,16,64.957,18.189952,-0.454763,0.279719,0.999,25.94,50,normal,2
3972,11,65.908,27.308993,-0.284545,0.198305,0.9988,53.01,50,normal,2
6137,17,66.127,16.399604,-0.260031,0.215088,0.9988,60.98,50,normal,2
5416,15,66.27,20.24672,-0.357524,0.248217,0.9988,56.77,50,normal,2
6857,19,66.804,12.891824,-0.334461,0.223865,0.9988,5.62,50,normal,2
5056,14,67.563,22.222584,-0.345149,0.212741,0.9988,66.74,50,normal,2
3613,10,69.141,28.523344,-0.157061,0.128818,0.9988,25.77,50,normal,2
1806,5,69.734,29.028223,0.168716,0.121937,0.9988,69.29,50,normal,2
2892,8,70.574,29.913686,-0.037327,0.043004,0.9988,45.08,50,normal,2
2168,6,70.589,29.72021,0.131668,0.089303,0.9988,89.76,50,normal,2
2530,7,71.242,30.041557,0.084694,0.049955,0.9988,13.26,50,normal,2
368,1,71.539,23.240884,0.419962,0.286446,0.9988,7.38,50,normal,2
6498,18,71.74,14.463168,-0.304809,0.242872,0.9988,81.9,50,normal,2
6,0,71.799,21.15418,0.265423,0.219381,0.9988,65.75,50,normal,2
1085,3,72.191,26.635022,0.279306,0.191361,0.9988,26.21,50,normal,2
724,2,72.196,25.021888,0.322504,0.224051,0.9988,31.13,50,normal,2
1445,4,72.993,27.894082,0.104141,0.122157,0.9986,74.96,50,normal,2
4335,12,73.37,25.836122,-0.252885,0.200857,0.9988,7.52,50,normal,2
3253,9,73.905,29.389895,-0.073001,0.070882,0.9988,7.83,50,normal,2
4694,13,74.973,24.033298,-0.281321,0.169508,0.9986,23.89,50,normal,2
5779,16,75.076,18.061117,-0.397477,0.296033,0.9988,25.94,50,normal,2
6138,17,75.911,16.203222,-0.299018,0.203217,0.9986,60.98,50,normal,2
3973,11,77.029,27.263481,-0.199723,0.153098,0.9986,53.01,50,normal,2
5057,14,77.282,22.058584,-0.350694,0.236569,0.9986,66.74,50,normal,2
6858,19,77.75,12.908662,-0.195685,0.195865,0.9986,5.62,50,normal,2
5417,15,77.916,20.044283,-0.380583,0.263519,0.9986,56.77,50,normal,2
2169,6,78.526,29.712196,0.077022,0.080375,0.9986,89.76,50,normal,2
3614,10,79.302,28.464988,-0.150535,0.138887,0.9986,25.77,50,normal,2
7,0,80.074,21.364889,0.308658,0.198298,0.9986,65.75,50,normal,2
1807,5,80.426,29.124613,0.172927,0.112966,0.9986,69.29,50,normal,2
2893,8,80.467,29.953561,0.001206,0.042958,0.9986,45.08,50,normal,2
2531,7,80.906,29.92857,-0.029841,0.048923,0.9986,13.26,50,normal,2
1086,3,81.872,26.771801,0.289107,0.213414,0.9986,26.21,50,normal,2
725,2,82.504,25.260715,0.397942,0.271023,0.9986,31.13,50,normal,2
3254,9,82.681,29.381755,-0.039736,0.038175,0.9986,7.83,50,normal,2
369,1,83.204,23.434745,0.417286,0.302602,0.9986,7.38,50,normal,2
6499,18,83.283,14.261002,-0.330865,0.226861,0.9986,81.9,50,normal,2
4336,12,83.302,25.674725,-0.269258,0.185237,0.9986,7.52,50,normal,2
1446,4,83.761,28.12271,0.233336,0.147572,0.9984,74.96,50,normal,2
4695,13,84.853,23.909907,-0.278252,0.187456,0.9984,23.89,50,normal,2
5780,16,85.247,17.885734,-0.382147,0.296498,0.9986,25.94,50,normal,2
6139,17,86.185,15.964441,-0.3769,0.242959,0.9984,60.98,50,normal,2
5418,15,87.226,19.859291,-0.377086,0.263595,0.9984,56.77,50,normal,2
5058,14,87.726,21.895362,-0.353835,0.258352,0.9984,66.74,50,normal,2
6859,19,87.756,12.669931,-0.285214,0.185544,0.9984,5.62,50,normal,2
3974,11,88.005,27.08985,-0.26078,0.177375,0.9984,53.01,50,normal,2
3615,10,88.263,28.431142,-0.136272,0.15213,0.9984,25.77,50,normal,2
2894,8,88.719,29.83584,-0.08702,0.059151,0.9984,45.08,50,normal,2
8,0,89.061,21.563864,0.350715,0.225601,0.9984,65.75,50,normal,2
1808,5,89.441,29.138192,0.125964,0.115552,0.9984,69.29,50,normal,2
2170,6,89.467,29.780112,0.088525,0.060978,0.9984,89.76,50,normal,2
1087,3,91.036,26.985631,0.343483,0.231047,0.9984,26.21,50,normal,2
370,1,91.363,23.453702,0.268301,0.262428,0.9984,7.38,50,normal,2
2532,7,91.65,29.989169,0.01186,0.037594,0.9984,13.26,50,normal,2
726,2,92.745,25.457787,0.399307,0.276664,0.9984,31.13,50,normal,2
4337,12,92.96,25.51988,-0.282513,0.184728,0.9984,7.52,50,normal,2
6500,18,93.295,14.205952,-0.23883,0.187581,0.9984,81.9,50,normal,2
5781,16,94.062,17.872816,-0.228223,0.229608,0.9984,25.94,50,normal,2
3255,9,94.233,29.279188,-0.100157,0.052864,0.9984,7.83,50,normal,2
1447,4,94.27,28.414132,0.373791,0.208502,0.9982,74.96,50,normal,2
4696,13,94.635,23.674398,-0.366781,0.237796,0.9982,23.89,50,normal,2
3975,11,96.589,27.031841,-0.207028,0.166658,0.9982,53.01,50,normal,2
5419,15,96.677,19.698898,-0.358567,0.2641,0.9982,56.77,50,normal,2
5059,14,96.973,21.658757,-0.402259,0.276573,0.9982,66.74,50,normal,2
2895,8,97.094,29.677982,-0.200972,0.115912,0.9982,45.08,50,normal,2
9,0,98.153,21.634107,0.280896,0.226081,0.9982,65.75,50,normal,2
6140,17,98.241,15.808924,-0.35732,0.248042,0.9982,60.98,50,normal,2
3616,10,98.508,28.283297,-0.169105,0.095556,0.9982,25.77,50,normal,2
6860,19,98.965,12.579722,-0.24935,0.183635,0.9982,5.62,50,normal,2
1088,3,99.429,26.995931,0.21475,0.189149,0.9982,26.21,50,normal,2
1809,5,100.635,29.274103,0.173424,0.112857,0.9982,69.29,50,normal,2
371,1,100.739,23.671678,0.302428,0.211823,0.9982,7.38,50,normal,2
2171,6,101.416,29.864064,0.123533,0.078922,0.9982,89.76,50,normal,2
2533,7,101.681,30.080156,0.08052,0.054908,0.9982,13.26,50,normal,2
6501,18,101.684,14.015154,-0.29543,0.206016,0.9982,81.9,50,normal,2
1448,4,102.185,28.381991,0.236943,0.221896,0.998,74.96,50,normal,2
4338,12,103.167,25.347115,-0.319487,0.217106,0.9982,7.52,50,normal,2
727,2,103.311,25.394803,0.191853,0.220206,0.9982,31.13,50,normal,2
3256,9,103.471,29.156726,-0.168698,0.096734,0.9982,7.83,50,normal,2
4697,13,104.805,23.54541,-0.338374,0.252923,0.998,23.89,50,normal,2
5782,16,105.131,17.604353,-0.318441,0.19788,0.9982,25.94,50,normal,2
5420,15,105.398,19.520307,-0.353592,0.254516,0.998,56.77,50,normal,2
3976,11,106.319,26.790903,-0.306111,0.184743,0.998,53.01,50,normal,2
2896,8,107.391,29.773234,-0.057627,0.098624,0.998,45.08,50,normal,2
3617,10,107.88,28.217666,-0.166421,0.114897,0.998,25.77,50,normal,2
6861,19,108.512,12.61736,-0.11614,0.13923,0.998,5.62,50,normal,2
6141,17,108.897,15.702595,-0.313163,0.25533,0.998,60.98,50,normal,2
1810,5,109.262,29.303859,0.130061,0.101839,0.998,69.29,50,normal,2
5060,14,109.477,21.475324,-0.386799,0.268554,0.998,66.74,50,normal,2
10,0,109.618,21.890263,0.368802,0.248963,0.998,65.75,50,normal,2
2172,6,110.762,29.844282,0.060109,0.062103,0.998,89.76,50,normal,2
372,1,111.256,23.804214,0.283169,0.196646,0.998,7.38,50,normal,2
1089,3,111.452,27.135621,0.23082,0.178093,0.998,26.21,50,normal,2
6502,18,111.536,13.879361,-0.285567,0.201911,0.998,81.9,50,normal,2
2534,7,111.661,30.011558,0.001356,0.05096,0.998,13.26,50,normal,2
1449,4,111.898,28.403583,0.160283,0.205234,0.9978,74.96,50,normal,2
4339,12,113.591,25.089735,-0.40378,0.258991,0.998,7.52,50,normal,2
3257,9,113.616,29.064858,-0.189626,0.127011,0.998,7.83,50,normal,2
728,2,114.064,25.657881,0.299266,0.211506,0.998,31.13,50,normal,2
5421,15,114.568,19.446242,-0.267562,0.218922,0.9978,56.77,50,normal,2
5783,16,115.316,17.41997,-0.348828,0.22745,0.998,25.94,50,normal,2
4698,13,115.442,23.312133,-0.382896,0.256912,0.9978,23.89,50,normal,2
2897,8,117.106,29.7231,-0.069643,0.096042,0.9978,45.08,50,normal,2
1811,5,117.284,29.339664,0.103578,0.088064,0.9978,69.29,50,normal,2
3618,10,117.623,28.067595,-0.225342,0.145079,0.9978,25.77,50,normal,2
3977,11,117.671,26.819872,-0.179317,0.175883,0.9978,53.01,50,normal,2
6862,19,117.808,12.432508,-0.209129,0.155088,0.9978,5.62,50,normal,2
7360,5,118.016,30.330192,8.192908,7.592493,0.9256,69.29,1500,bulk,3
6142,17,118.758,15.540045,-0.3038,0.226787,0.9978,60.98,50,normal,2
11,0,119.686,22.002518,0.311389,0.229128,0.9978,65.75,50,normal,2
5061,14,120.176,21.234265,-0.430193,0.293095,0.9978,66.74,50,normal,2
2535,7,120.482,29.981222,-0.016913,0.049221,0.9978,13.26,50,normal,2
2173,6,120.714,29.792988,-0.00574,0.053313,0.9978,89.76,50,normal,2
6503,18,120.72,13.779675,-0.248554,0.184326,0.9978,81.9,50,normal,2
1090,3,121.262,27.236316,0.211256,0.157096,0.9978,26.21,50,normal,2
373,1,121.443,23.966274,0.300152,0.203887,0.9978,7.38,50,normal,2
1450,4,121.852,28.461291,0.10455,0.119856,0.9976,74.96,50,normal,2
4340,12,122.467,25.041878,-0.292788,0.243234,0.9978,7.52,50,normal,2
5422,15,124.187,19.238802,-0.313906,0.212737,0.9976,56.77,50,normal,2
4699,13,124.909,23.21167,-0.319033,0.250685,0.9976,23.89,50,normal,2
3258,9,125.309,29.020764,-0.159894,0.133938,0.9978,7.83,50,normal,2
729,2,125.354,25.834106,0.313048,0.202209,0.9978,31.13,50,normal,2
5784,16,125.886,17.220716,-0.380002,0.25782,0.9978,25.94,50,normal,2
3619,10,126.69,27.909062,-0.27269,0.179548,0.9976,25.77,50,normal,2
3978,11,127.63,26.693052,-0.192051,0.150642,0.9976,53.01,50,normal,2
6863,19,128.37,12.296495,-0.222708,0.136478,0.9976,5.62,50,normal,2
6143,17,129.004,15.279768,-0.379386,0.234793,0.9976,60.98,50,normal,2
12,0,129.142,22.240455,0.374214,0.24678,0.9976,65.75,50,normal,2
1812,5,129.182,29.362239,0.078628,0.078704,0.9976,69.29,50,normal,2
2174,6,129.774,29.868033,0.038137,0.036522,0.9976,89.76,50,normal,2
5062,14,129.896,21.139926,-0.340801,0.275875,0.9976,66.74,50,normal,2
2898,8,130.205,29.660047,-0.073994,0.064244,0.9976,45.08,50,normal,2
4341,12,130.78,24.952449,-0.237763,0.210679,0.9976,7.52,50,normal,2
374,1,130.832,24.083317,0.28748,0.221014,0.9976,7.38,50,normal,2
1091,3,131.082,27.439725,0.28108,0.16851,0.9976,26.21,50,normal,2
2536,7,131.092,29.905415,-0.088089,0.05615,0.9976,13.26,50,normal,2
1451,4,131.283,28.584991,0.135793,0.072682,0.9974,74.96,50,normal,2
6504,18,131.37,13.63532,-0.267773,0.195846,0.9976,81.9,50,normal,2
3259,9,132.605,28.974633,-0.124601,0.108216,0.9976,7.83,50,normal,2
730,2,135.215,25.878569,0.23394,0.193973,0.9976,31.13,50,normal,2
5423,15,135.457,19.117924,-0.286511,0.205624,0.9974,56.77,50,normal,2
4700,13,135.624,22.982152,-0.363001,0.244615,0.9974,23.89,50,normal,2
5785,16,136.88,17.057877,-0.377269,0.285912,0.9976,25.94,50,normal,2
3620,10,137.378,27.822409,-0.237597,0.175505,0.9974,25.77,50,normal,2
3979,11,137.721,26.432511,-0.321125,0.194918,0.9974,53.01,50,normal,2
2175,6,137.738,29.917476,0.060107,0.040218,0.9974,89.76,50,normal,2
13,0,137.991,22.403959,0.369699,0.268723,0.9974,65.75,50,normal,2
1813,5,138.348,29.500781,0.144651,0.078349,0.9974,69.29,50,normal,2
6864,19,138.652,12.183056,-0.238772,0.164923,0.9974,5.62,50,normal,2
6144,17,138.671,15.171304,-0.329223,0.242744,0.9974,60.98,50,normal,2
1092,3,138.87,27.538927,0.269623,0.197703,0.9974,26.21,50,normal,2
1452,4,139.765,28.681433,0.178775,0.113866,0.9972,74.96,50,normal,2
375,1,139.908,24.229646,0.27862,0.19746,0.9974,7.38,50,normal,2
5063,14,140.369,20.828401,-0.438933,0.285118,0.9974,66.74,50,normal,2
2899,8,140.715,29.592334,-0.093006,0.06082,0.9974,45.08,50,normal,2
2537,7,141.292,29.976321,-0.014614,0.056581,0.9974,13.26,50,normal,2
4342,12,141.651,24.761085,-0.277368,0.190916,0.9974,7.52,50,normal,2
3260,9,142.257,28.877768,-0.141182,0.092725,0.9974,7.83,50,normal,2
6505,18,142.448,13.454355,-0.298418,0.194134,0.9974,81.9,50,normal,2
4701,13,144.037,22.851075,-0.329413,0.244672,0.9972,23.89,50,normal,2
7309,15,144.334,20.873781,-3.451853,3.412577,0.9262,56.77,80,high,1
731,2,145.006,26.033858,0.274014,0.218333,0.9974,31.13,50,normal,2
5424,15,145.175,18.852927,-0.382313,0.23905,0.9972,56.77,50,normal,2
5786,16,146.46,16.912164,-0.330852,0.247432,0.9974,25.94,50,normal,2
3621,10,146.524,27.712435,-0.233399,0.178762,0.9972,25.77,50,normal,2
1814,5,146.805,29.477647,0.080809,0.078032,0.9972,69.29,50,normal,2
3980,11,147.091,26.407586,-0.221199,0.175715,0.9972,53.01,50,normal,2
14,0,147.39,22.529577,0.316222,0.239124,0.9972,65.75,50,normal,2
1093,3,147.446,27.547725,0.168062,0.165724,0.9972,26.21,50,normal,2
2176,6,147.489,29.852149,-0.002837,0.040104,0.9972,89.76,50,normal,2
6145,17,148.21,14.991343,-0.345668,0.254989,0.9972,60.98,50,normal,2
6865,19,148.924,12.05152,-0.264667,0.196161,0.9972,5.62,50,normal,2
376,1,148.932,24.49159,0.376582,0.234382,0.9972,7.38,50,normal,2
1453,4,149.349,28.670294,0.109976,0.111126,0.997,74.96,50,normal,2
4343,12,150.53,24.676757,-0.227624,0.159949,0.9972,7.52,50,normal,2
5064,14,150.535,20.730289,-0.351352,0.271756,0.9972,66.74,50,normal,2
2900,8,151.01,29.562581,-0.099678,0.078546,0.9972,45.08,50,normal,2
6506,18,151.196,13.485238,-0.161552,0.164322,0.9972,81.9,50,normal,2
2538,7,151.334,30.008336,0.031766,0.038257,0.9972,13.26,50,normal,2
3261,9,151.889,28.843366,-0.112912,0.083902,0.9972,7.83,50,normal,2
5425,15,154.311,18.760807,-0.322533,0.250671,0.997,56.77,50,normal,2
732,2,154.426,26.235555,0.307561,0.194946,0.9972,31.13,50,normal,2
4702,13,154.661,22.773567,-0.252552,0.206198,0.997,23.89,50,normal,2
5787,16,155.869,16.771751,-0.304744,0.227594,0.9972,25.94,50,normal,2
3981,11,156.31,26.237051,-0.280963,0.209858,0.997,53.01,50,normal,2
15,0,156.788,22.79506,0.400746,0.266894,0.997,65.75,50,normal,2
1094,3,157.017,27.698745,0.206457,0.152419,0.997,26.21,50,normal,2
3622,10,157.223,27.593668,-0.227366,0.162501,0.997,25.77,50,normal,2
1815,5,157.401,29.533164,0.090465,0.07729,0.997,69.29,50,normal,2
2177,6,157.893,29.990492,0.106265,0.066353,0.997,89.76,50,normal,2
377,1,157.983,24.711515,0.415047,0.271758,0.997,7.38,50,normal,2
1454,4,158.899,28.869827,0.21626,0.133789,0.9968,74.96,50,normal,2
6146,17,159.336,14.96878,-0.221468,0.209448,0.997,60.98,50,normal,2
6866,19,160.436,11.868113,-0.298225,0.195032,0.997,5.62,50,normal,2
6507,18,160.538,13.201925,-0.309378,0.193412,0.997,81.9,50,normal,2
2901,8,160.6,29.615796,-0.014975,0.056095,0.997,45.08,50,normal,2
5065,14,160.859,20.556208,-0.34161,0.253533,0.997,66.74,50,normal,2
2539,7,161.668,30.011954,0.035304,0.03833,0.997,13.26,50,normal,2
4344,12,162.567,24.427644,-0.344319,0.215948,0.997,7.52,50,normal,2
3262,9,163.008,28.723442,-0.164553,0.104219,0.997,7.83,50,normal,2
4703,13,163.463,22.513666,-0.35276,0.230601,0.9968,23.89,50,normal,2
5426,15,164.106,18.537471,-0.364115,0.251111,0.9968,56.77,50,normal,2
5788,16,165.331,16.622974,-0.294122,0.2096,0.997,25.94,50,normal,2
1095,3,165.419,27.785701,0.183537,0.123582,0.9968,26.21,50,normal,2
3982,11,165.751,26.047159,-0.316313,0.215115,0.9968,53.01,50,normal,2
733,2,166.096,26.384269,0.310998,0.209627,0.997,31.13,50,normal,2
16,0,166.775,22.816953,0.259752,0.22299,0.9968,65.75,50,normal,2
3623,10,167.105,27.513153,-0.196993,0.144603,0.9968,25.77,50,normal,2
1816,5,167.165,29.650418,0.145569,0.092829,0.9968,69.29,50,normal,2
2178,6,168.12,29.95388,0.037474,0.051697,0.9968,89.76,50,normal,2
1455,4,168.364,28.901934,0.160238,0.122785,0.9966,74.96,50,normal,2
378,1,168.476,24.751167,0.29772,0.262211,0.9968,7.38,50,normal,2
6508,18,168.796,13.215358,-0.183081,0.166679,0.9968,81.9,50,normal,2
5066,14,170.004,20.434966,-0.302992,0.242757,0.9968,66.74,50,normal,2
6147,17,170.314,14.788473,-0.251461,0.170549,0.9968,60.98,50,normal,2
2540,7,170.674,29.92615,-0.039486,0.043055,0.9968,13.26,50,normal,2
6867,19,171.457,11.862665,-0.189705,0.17124,0.9968,5.62,50,normal,2
2902,8,171.777,29.470462,-0.109782,0.063471,0.9968,45.08,50,normal,2
